id,studyid,author,year,domain,context,n,x,y,z,data,coefnr,coef,se,xmin,xmax,ymin,ymax,xsd,ysd,interpretation,source,personal,direction,estimation,issue,depv,note,scoef,direction_val,issue_val,depv_val,personal_val,zscore,zscore_abs,scoefsize
275,30,Soss,1999,Welfare,"U.S., representative",1981,"Program participation, SSDI",External political efficacy,0,Cross-sectional,3,-0.33,0.235,0,1,1,10,0.227,2.331,No effect,"Table 2, page 371",1,0,OLS,2,2,NA,-0.03213642213642214,None,Social,Political engagement,Personal,-1.4042553191489364,1.4042553191489364,0.03213642213642214
276,30,Soss,1999,Welfare,"U.S., representative",1981,"Program participation, AFDC",External political efficacy,0,Cross-sectional,4,-0.525,0.265,0,1,1,10,0.191,2.331,Negative effect,"Table 2, page 371",1,-1,OLS,2,2,NA,-0.04301801801801802,Negative,Social,Political engagement,Personal,-1.9811320754716981,1.9811320754716981,0.04301801801801802
277,30,Soss,1999,Welfare,"U.S., representative",1976,"Program participation, AFDC",Internal political efficacy,1,Cross-sectional,5,-0.762,0.313,0,1,1,20,0.191,3.806,Greater effect for low educated,"Table 3, page 375",1,NA,OLS,2,2,Moderator: education,NA,NA,Social,Political engagement,Personal,-2.4345047923322682,2.4345047923322682,NA
278,30,Soss,1999,Welfare,"U.S., representative",1976,"Program participation, AFDC",Internal political efficacy,1,Cross-sectional,6,1.395,0.859,0,1,1,20,0.191,3.806,Greater effect in larger cities,"Table 3, page 375",1,NA,OLS,2,2,Moderator: urban,NA,NA,Social,Political engagement,Personal,1.6239813736903377,1.6239813736903377,NA
279,31,Soss and Schram,2007,Welfare,"U.S., representative",9819,"Welfare reform, TANF",Living standards for poor,1,Longitudinal,1,0.0645764,0.01898,0,1,NA,NA,NA,NA,Positive effect,"Supplementary material, page 4",0,NA,OLS,2,3,Moderator: living standards of blacks,NA,NA,Social,Policy attitude,General,3.4023393045310857,3.4023393045310857,NA
280,31,Soss and Schram,2007,Welfare,"U.S., representative",7514,"Welfare reform, TANF",Spending to assist the poor,1,Longitudinal,2,-0.0180672,0.021397,0,1,NA,NA,NA,NA,No effect,"Supplementary material, page 5",0,NA,OLS,2,3,Moderator: spending to assist blacks,NA,NA,Social,Policy attitude,General,-0.844380053278497,0.844380053278497,NA
281,31,Soss and Schram,2007,Welfare,"U.S., representative",4582,"Welfare reform, TANF",Spending on welfare,1,Longitudinal,3,-0.0191161,0.0189789,0,1,NA,NA,NA,NA,No effect,"Supplementary material, page 6",0,NA,OLS,2,3,Moderator: living standards of blacks,NA,NA,Social,Policy attitude,General,-1.007229080715953,1.007229080715953,NA
282,31,Soss and Schram,2007,Welfare,"U.S., representative",2942,"Welfare reform, TANF",Spending to assist the poor,1,Longitudinal,4,-0.0295384,0.1773693,0,1,NA,NA,NA,NA,No effect,"Supplementary material, page 9",0,NA,Ordered logit,2,3,Moderator: perception of black motivation,NA,NA,Social,Policy attitude,General,-0.1665361480256166,0.1665361480256166,NA
283,31,Soss and Schram,2007,Welfare,"U.S., representative",1802,"Welfare reform, TANF",Spending to assist the poor,1,Longitudinal,5,0.1757756,0.1112176,0,1,NA,NA,NA,NA,(Slightly) positive effect,"Supplementary material, page 10",0,NA,Ordered logit,2,3,Moderator: black laziness stereotype,NA,NA,Social,Policy attitude,General,1.5804656816906677,1.5804656816906677,NA
284,31,Soss and Schram,2007,Welfare,"U.S., representative",2976,"Welfare reform, TANF",Spending to assist the poor,1,Longitudinal,6,-0.0717752,0.1954971,0,1,NA,NA,NA,NA,No effect,"Supplementary material, page 11",0,NA,Ordered logit,2,3,Moderator: perception of black motivation,NA,NA,Social,Policy attitude,General,-0.36714201898647086,0.36714201898647086,NA
285,31,Soss and Schram,2007,Welfare,"U.S., representative",2743,"Welfare reform, TANF",Improve the standard of living of all poor Americans,1,Longitudinal,7,0.0380526,0.0535088,0,1,NA,NA,NA,NA,No effect,"Supplementary material, page 18",0,NA,OLS,2,3,Moderator: spending to assist the poor,NA,NA,Social,Policy attitude,General,0.7111465777591722,0.7111465777591722,NA
286,31,Soss and Schram,2007,Welfare,"U.S., representative",2793,"Welfare reform, TANF",Reduce the income differences between the rich and the poor,1,Longitudinal,8,0.0725259,0.0888661,0,1,NA,NA,NA,NA,No effect,"Supplementary material, page 18",0,NA,OLS,2,3,Moderator: spending to assist the poor,NA,NA,Social,Policy attitude,General,0.8161256092030594,0.8161256092030594,NA
287,32,Swartz et al.,2009,Welfare,Minnesota,654,Welfare assistance,"Turnout, 1996",0,Cross-sectional,1,-0.81,0.295,NA,NA,0,1,NA,NA,Negative effect,"Table 4, page 651",1,-1,Logit,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.745762711864407,2.745762711864407,NA
288,32,Swartz et al.,2009,Welfare,Minnesota,654,Other assistance,"Turnout, 1996",0,Cross-sectional,2,0.194,0.297,NA,NA,0,1,NA,NA,No effect,"Table 4, page 651",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,0.6531986531986532,0.6531986531986532,NA
289,32,Swartz et al.,2009,Welfare,Minnesota,649,Welfare assistance,"Turnout, 2000",0,Cross-sectional,3,-0.946,0.326,NA,NA,0,1,NA,NA,Negative effect,"Table 5, page 652",1,-1,Logit,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.9018404907975457,2.9018404907975457,NA
290,32,Swartz et al.,2009,Welfare,Minnesota,649,Other assistance,"Turnout, 2000",0,Cross-sectional,4,0.114,0.312,NA,NA,0,1,NA,NA,No effect,"Table 5, page 652",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,0.3653846153846154,0.3653846153846154,NA
291,32,Swartz et al.,2009,Welfare,Minnesota,693,Welfare assistance,"Civic engagement, volunteering 1996",0,Cross-sectional,5,-0.34,0.335,NA,NA,0,1,NA,NA,No effect,"Table 6, page 655",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,-1.0149253731343284,1.0149253731343284,NA
292,32,Swartz et al.,2009,Welfare,Minnesota,693,Other assistance,"Civic engagement, volunteering 1996",0,Cross-sectional,6,-1.072,0.49,NA,NA,0,1,NA,NA,Negative effect,"Table 6, page 655",1,-1,Logit,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.1877551020408164,2.1877551020408164,NA
293,32,Swartz et al.,2009,Welfare,Minnesota,649,Welfare assistance,General self-efficacy,0,Cross-sectional,7,-0.975,0.329,NA,NA,NA,NA,NA,2.57,Negative effect,"Table 7, page 657",1,-1,OLS,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.9635258358662613,2.9635258358662613,NA
294,32,Swartz et al.,2009,Welfare,Minnesota,649,Other assistance,General self-efficacy,0,Cross-sectional,8,-0.102,0.393,NA,NA,NA,NA,NA,2.57,No effect,"Table 7, page 657",1,0,OLS,2,2,NA,NA,None,Social,Political engagement,Personal,-0.2595419847328244,0.2595419847328244,NA
295,32,Swartz et al.,2009,Welfare,Minnesota,663,Welfare assistance,Political efficacy,0,Cross-sectional,9,-0.205,0.204,NA,NA,NA,NA,NA,1.62,No effect,"Table 7, page 657",1,0,OLS,2,2,NA,NA,None,Social,Political engagement,Personal,-1.0049019607843137,1.0049019607843137,NA
296,32,Swartz et al.,2009,Welfare,Minnesota,663,Other assistance,Political efficacy,0,Cross-sectional,10,-0.186,0.245,NA,NA,NA,NA,NA,1.62,No effect,"Table 7, page 657",1,0,OLS,2,2,NA,NA,None,Social,Political engagement,Personal,-0.7591836734693878,0.7591836734693878,NA
297,33,Watson,2015,Welfare,"U.K., representative",15988,Receives conditional benefit,Turnout,0,Panel,1,-0.021,0.012,0,1,0,1,NA,NA,Negative effect,"Table 3, page 664",1,-1,OLS,2,2,NA,NA,Negative,Social,Political engagement,Personal,-1.75,1.75,NA
298,33,Watson,2015,Welfare,"U.K., representative",19615,Receives conditional benefit,Civic engagement,0,Panel,2,-0.116,0.016,0,1,0,8,NA,NA,Negative effect,"Table 3, page 664",1,-1,OLS,2,2,NA,NA,Negative,Social,Political engagement,Personal,-7.25,7.25,NA
299,33,Watson,2015,Welfare,"U.K., representative",19610,Receives conditional benefit,Civic activity,0,Panel,3,-0.087,0.016,0,1,0,6,NA,NA,Negative effect,"Table 3, page 664",1,-1,OLS,2,2,NA,NA,Negative,Social,Political engagement,Personal,-5.437499999999999,5.437499999999999,NA
300,33,Watson,2015,Welfare,"U.K., representative",33131,Receives conditional benefit,Political interest,0,Panel,4,-0.01,0.007,0,1,0,4,NA,NA,No effect,"Table 3, page 664",1,0,OLS,2,2,NA,NA,None,Social,Political engagement,Personal,-1.4285714285714286,1.4285714285714286,NA
301,33,Watson,2015,Welfare,"U.K., representative",12233,Receives conditional benefit,Political efficacy,0,Panel,5,-0.059,0.023,0,1,-2,2,NA,NA,Negative effect,"Table 3, page 664",1,-1,OLS,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.5652173913043477,2.5652173913043477,NA
302,33,Watson,2015,Welfare,"U.K., representative",15508,Receives conditional benefit,Personal efficacy,0,Panel,6,-0.226,0.037,0,1,0,3,NA,NA,Negative effect,"Table 3, page 664",1,-1,OLS,2,2,NA,NA,Negative,Social,Political engagement,Personal,-6.108108108108109,6.108108108108109,NA
303,33,Watson,2015,Welfare,"U.K., representative",15988,Receives conditional benefit,Turnout,1,Panel,7,-0.03,0.012,0,1,0,1,NA,NA,Negative effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: state cash benefit,NA,NA,Social,Political engagement,Personal,-2.5,2.5,NA
304,33,Watson,2015,Welfare,"U.K., representative",19615,Receives conditional benefit,Civic engagement,1,Panel,8,-0.125,0.016,0,1,0,8,NA,NA,Negative effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: state cash benefit,NA,NA,Social,Political engagement,Personal,-7.8125,7.8125,NA
305,33,Watson,2015,Welfare,"U.K., representative",19610,Receives conditional benefit,Civic activity,1,Panel,9,-0.119,0.017,0,1,0,6,NA,NA,Negative effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: state cash benefit,NA,NA,Social,Political engagement,Personal,-6.999999999999999,6.999999999999999,NA
306,33,Watson,2015,Welfare,"U.K., representative",33131,Receives conditional benefit,Political interest,1,Panel,10,-0.027,0.008,0,1,0,4,NA,NA,Negative effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: state cash benefit,NA,NA,Social,Political engagement,Personal,-3.375,3.375,NA
307,33,Watson,2015,Welfare,"U.K., representative",12233,Receives conditional benefit,Political efficacy,1,Panel,11,-0.063,0.024,0,1,-2,2,NA,NA,Negative effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: state cash benefit,NA,NA,Social,Political engagement,Personal,-2.625,2.625,NA
308,33,Watson,2015,Welfare,"U.K., representative",15508,Receives conditional benefit,Personal efficacy,1,Panel,12,-0.273,0.038,0,1,0,3,NA,NA,Negative effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: state cash benefit,NA,NA,Social,Political engagement,Personal,-7.18421052631579,7.18421052631579,NA
309,33,Watson,2015,Welfare,"U.K., representative",15988,Receives conditional benefit,Turnout,1,Panel,13,-0.039,0.023,0,1,0,1,NA,NA,Negative effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: means-tested,NA,NA,Social,Political engagement,Personal,-1.6956521739130435,1.6956521739130435,NA
310,33,Watson,2015,Welfare,"U.K., representative",19615,Receives conditional benefit,Civic engagement,1,Panel,14,0.061,0.031,0,1,0,8,NA,NA,Positive effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: means-tested,NA,NA,Social,Political engagement,Personal,1.967741935483871,1.967741935483871,NA
311,33,Watson,2015,Welfare,"U.K., representative",19610,Receives conditional benefit,Civic activity,1,Panel,15,0.027,0.031,0,1,0,6,NA,NA,No effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: means-tested,NA,NA,Social,Political engagement,Personal,0.8709677419354839,0.8709677419354839,NA
312,33,Watson,2015,Welfare,"U.K., representative",33131,Receives conditional benefit,Political interest,1,Panel,16,-0.005,0.014,0,1,0,4,NA,NA,No effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: means-tested,NA,NA,Social,Political engagement,Personal,-0.35714285714285715,0.35714285714285715,NA
313,33,Watson,2015,Welfare,"U.K., representative",12233,Receives conditional benefit,Political efficacy,1,Panel,17,0.012,0.044,0,1,-2,2,NA,NA,No effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: means-tested,NA,NA,Social,Political engagement,Personal,0.27272727272727276,0.27272727272727276,NA
314,33,Watson,2015,Welfare,"U.K., representative",15508,Receives conditional benefit,Personal efficacy,1,Panel,18,-0.097,0.071,0,1,0,3,NA,NA,No effect,"Table 3, page 664",1,NA,OLS,2,2,Moderator: means-tested,NA,NA,Social,Political engagement,Personal,-1.3661971830985917,1.3661971830985917,NA
315,34,Weaver and Lerman,2010,Other,"U.S., representative",13692,Questioned,Trust in government,0,Cross-sectional,1,-0.14,0.025,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,1,NA,NA,Negative,Other,Political attitude,Personal,-5.6000000000000005,5.6000000000000005,NA
316,34,Weaver and Lerman,2010,Other,"U.S., representative",13190,Questioned,Registered voter,0,Cross-sectional,2,0.034,0.069,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,0.49275362318840576,0.49275362318840576,NA
317,34,Weaver and Lerman,2010,Other,"U.S., representative",13134,Questioned,Turnout,0,Cross-sectional,3,0.046,0.061,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,0.7540983606557377,0.7540983606557377,NA
318,34,Weaver and Lerman,2010,Other,"U.S., representative",13717,Questioned,Political participation,0,Cross-sectional,4,0.43,0.101,0,1,NA,NA,NA,NA,Positive effect,"Table 2, page 826",1,1,Logit,0,2,NA,NA,Positive,Other,Political engagement,Personal,4.257425742574257,4.257425742574257,NA
319,34,Weaver and Lerman,2010,Other,"U.S., representative",13697,Questioned,Civic participation,0,Cross-sectional,5,0.015,0.027,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,0.5555555555555556,0.5555555555555556,NA
320,34,Weaver and Lerman,2010,Other,"U.S., representative",2367,Questioned,Registered,0,Cross-sectional,6,0.026,0.162,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,0.16049382716049382,0.16049382716049382,NA
321,34,Weaver and Lerman,2010,Other,"U.S., representative",2357,Questioned,Turnout,0,Cross-sectional,7,-0.1,0.117,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,-0.8547008547008547,0.8547008547008547,NA
322,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Questioned,Civic obligation,0,Cross-sectional,8,0.011,0.019,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,0.5789473684210527,0.5789473684210527,NA
323,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Questioned,Civic participation,0,Cross-sectional,9,0.003,0.009,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,0.33333333333333337,0.33333333333333337,NA
324,34,Weaver and Lerman,2010,Other,"U.S., representative",13692,Arrested,Trust in government,0,Cross-sectional,10,-0.09,0.039,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,1,NA,NA,Negative,Other,Political attitude,Personal,-2.3076923076923075,2.3076923076923075,NA
325,34,Weaver and Lerman,2010,Other,"U.S., representative",13190,Arrested,Registered voter,0,Cross-sectional,11,-0.007,0.108,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,-0.06481481481481481,0.06481481481481481,NA
326,34,Weaver and Lerman,2010,Other,"U.S., representative",13134,Arrested,Turnout,0,Cross-sectional,12,-0.271,0.099,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.7373737373737375,2.7373737373737375,NA
327,34,Weaver and Lerman,2010,Other,"U.S., representative",13717,Arrested,Political participation,0,Cross-sectional,13,0.025,0.188,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,0.13297872340425532,0.13297872340425532,NA
328,34,Weaver and Lerman,2010,Other,"U.S., representative",13697,Arrested,Civic participation,0,Cross-sectional,14,-0.018,0.043,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-0.4186046511627907,0.4186046511627907,NA
329,34,Weaver and Lerman,2010,Other,"U.S., representative",2367,Arrested,Registered,0,Cross-sectional,15,-0.366,0.188,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-1.9468085106382977,1.9468085106382977,NA
330,34,Weaver and Lerman,2010,Other,"U.S., representative",2357,Arrested,Turnout,0,Cross-sectional,16,-0.432,0.149,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.899328859060403,2.899328859060403,NA
331,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Arrested,Civic obligation,0,Cross-sectional,17,-0.04,0.026,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-1.5384615384615385,1.5384615384615385,NA
332,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Arrested,Civic participation,0,Cross-sectional,18,-0.004,0.013,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-0.3076923076923077,0.3076923076923077,NA
333,34,Weaver and Lerman,2010,Other,"U.S., representative",13692,Convicted,Trust in government,0,Cross-sectional,19,-0.208,0.039,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,1,NA,NA,Negative,Other,Political attitude,Personal,-5.333333333333333,5.333333333333333,NA
334,34,Weaver and Lerman,2010,Other,"U.S., representative",13190,Convicted,Registered voter,0,Cross-sectional,20,-0.409,0.1,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-4.09,4.09,NA
335,34,Weaver and Lerman,2010,Other,"U.S., representative",13134,Convicted,Turnout,0,Cross-sectional,21,-0.429,0.1,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-4.29,4.29,NA
336,34,Weaver and Lerman,2010,Other,"U.S., representative",13717,Convicted,Political participation,0,Cross-sectional,22,-0.14,0.197,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,-0.7106598984771574,0.7106598984771574,NA
337,34,Weaver and Lerman,2010,Other,"U.S., representative",13697,Convicted,Civic participation,0,Cross-sectional,23,-0.022,0.043,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-0.5116279069767442,0.5116279069767442,NA
338,34,Weaver and Lerman,2010,Other,"U.S., representative",2367,Convicted,Registered,0,Cross-sectional,24,-0.063,0.318,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,-0.19811320754716982,0.19811320754716982,NA
339,34,Weaver and Lerman,2010,Other,"U.S., representative",2357,Convicted,Turnout,0,Cross-sectional,25,-0.517,0.235,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.2,2.2,NA
340,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Convicted,Civic obligation,0,Cross-sectional,26,-0.013,0.04,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-0.32499999999999996,0.32499999999999996,NA
341,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Convicted,Civic participation,0,Cross-sectional,27,0.015,0.02,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,0.75,0.75,NA
342,34,Weaver and Lerman,2010,Other,"U.S., representative",13692,Prison/jail,Trust in government,0,Cross-sectional,28,-0.474,0.085,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,1,NA,NA,Negative,Other,Political attitude,Personal,-5.576470588235294,5.576470588235294,NA
343,34,Weaver and Lerman,2010,Other,"U.S., representative",13190,Prison/jail,Registered voter,0,Cross-sectional,29,-0.749,0.207,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-3.6183574879227054,3.6183574879227054,NA
344,34,Weaver and Lerman,2010,Other,"U.S., representative",13134,Prison/jail,Turnout,0,Cross-sectional,30,-0.755,0.246,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-3.069105691056911,3.069105691056911,NA
345,34,Weaver and Lerman,2010,Other,"U.S., representative",13717,Prison/jail,Political participation,0,Cross-sectional,31,0.024,0.432,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,0.05555555555555556,0.05555555555555556,NA
346,34,Weaver and Lerman,2010,Other,"U.S., representative",13697,Prison/jail,Civic participation,0,Cross-sectional,32,-0.08,0.093,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-0.8602150537634409,0.8602150537634409,NA
347,34,Weaver and Lerman,2010,Other,"U.S., representative",2367,Prison/jail,Registered,0,Cross-sectional,33,-0.456,0.192,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.375,2.375,NA
348,34,Weaver and Lerman,2010,Other,"U.S., representative",2357,Prison/jail,Turnout,0,Cross-sectional,34,-0.724,0.162,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-4.469135802469135,4.469135802469135,NA
349,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Prison/jail,Civic obligation,0,Cross-sectional,35,-0.053,0.026,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.0384615384615383,2.0384615384615383,NA
350,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Prison/jail,Civic participation,0,Cross-sectional,36,-0.034,0.013,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.615384615384616,2.615384615384616,NA
351,34,Weaver and Lerman,2010,Other,"U.S., representative",13692,Serious time,Trust in government,0,Cross-sectional,37,-0.571,0.154,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,1,NA,NA,Negative,Other,Political attitude,Personal,-3.7077922077922074,3.7077922077922074,NA
352,34,Weaver and Lerman,2010,Other,"U.S., representative",13190,Serious time,Registered voter,0,Cross-sectional,38,-1.281,0.381,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-3.3622047244094486,3.3622047244094486,NA
353,34,Weaver and Lerman,2010,Other,"U.S., representative",13134,Serious time,Turnout,0,Cross-sectional,39,-1.675,0.617,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.714748784440843,2.714748784440843,NA
354,34,Weaver and Lerman,2010,Other,"U.S., representative",13717,Serious time,Political participation,0,Cross-sectional,40,-0.379,1.025,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,Logit,0,2,NA,NA,None,Other,Political engagement,Personal,-0.36975609756097566,0.36975609756097566,NA
355,34,Weaver and Lerman,2010,Other,"U.S., representative",13697,Serious time,Civic participation,0,Cross-sectional,41,-0.073,0.168,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-0.4345238095238095,0.4345238095238095,NA
356,34,Weaver and Lerman,2010,Other,"U.S., representative",2367,Serious time,Registered,0,Cross-sectional,42,-0.57,0.216,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.638888888888889,2.638888888888889,NA
357,34,Weaver and Lerman,2010,Other,"U.S., representative",2357,Serious time,Turnout,0,Cross-sectional,43,-0.898,0.191,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,Logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-4.701570680628272,4.701570680628272,NA
358,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Serious time,Civic obligation,0,Cross-sectional,44,-0.017,0.029,0,1,NA,NA,NA,NA,No effect,"Table 2, page 826",1,0,OLS,0,2,NA,NA,None,Other,Political engagement,Personal,-0.5862068965517242,0.5862068965517242,NA
359,34,Weaver and Lerman,2010,Other,"U.S., representative",2911,Serious time,Civic participation,0,Cross-sectional,45,-0.041,0.014,0,1,NA,NA,NA,NA,Negative effect,"Table 2, page 826",1,-1,OLS,0,2,NA,NA,Negative,Other,Political engagement,Personal,-2.928571428571429,2.928571428571429,NA
360,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",6774,"Government assistance, TANF",Voting,0,Cross-sectional,1,-0.164,0.062,0,1,0,1,NA,NA,Negative effect,"Table 2, page 218",1,-1,Logit,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.645161290322581,2.645161290322581,NA
361,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, TANF",Political participation,0,Cross-sectional,2,-0.164,0.061,0,1,0,1,NA,NA,Negative effect,"Table 2, page 218",1,-1,Logit,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.6885245901639347,2.6885245901639347,NA
362,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, TANF",Civic participation,0,Cross-sectional,3,-0.171,0.06,0,1,0,1,NA,NA,Negative effect,"Table 2, page 218",1,-1,Logit,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.8500000000000005,2.8500000000000005,NA
363,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, TANF",Degree of engagement,0,Cross-sectional,4,-0.151,0.055,0,1,0,2,NA,NA,Negative effect,"Table 2, page 218",1,-1,Logit,2,2,NA,NA,Negative,Social,Political engagement,Personal,-2.745454545454545,2.745454545454545,NA
364,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",6774,"Government assistance, Head Start",Voting,0,Cross-sectional,5,0.144,0.122,0,1,0,1,NA,NA,No effect,"Table 2, page 218",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,1.180327868852459,1.180327868852459,NA
